"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         278,      -5.277773643,      -2.409457182,      -4.158214595,     -0.6282321062,      -6.386779841
          0,           0,         279,      -5.280030994,      -2.410451159,      -4.155792013,     -0.6287546418,      -6.385654054
          0,           0,         280,      -5.282298049,      -2.411447432,      -4.153502847,     -0.6292766661,      -6.384543646
          0,           0,         281,      -5.284574837,      -2.412446079,      -4.151354622,     -0.6297998708,      -6.383449007
          0,           0,         282,      -5.286861377,      -2.413447178,      -4.149343385,       -0.63032534,       -6.38237068
          0,           0,         283,      -5.289157684,      -2.414450802,      -4.147456036,     -0.6308535173,      -6.381308659
          0,           0,         284,       -5.29146376,      -2.415457018,      -4.145673008,     -0.6313842449,      -6.380263249
          0,           0,         285,      -5.293779597,      -2.416465887,      -4.143970962,     -0.6319168611,      -6.379234338
          0,           0,         286,      -5.296105175,      -2.417477464,      -4.142325182,     -0.6324503372,      -6.378221881
          0,           0,         287,      -5.298440461,      -2.418491799,      -4.140711551,     -0.6329834335,      -6.377225683
          0,           0,         288,      -5.300785409,      -2.419508937,      -4.139108023,      -0.633514853,      -6.376246006
          0,           0,         289,       -5.30313997,      -2.420528918,       -4.13749563,     -0.6340433779,      -6.375282297
          0,           0,         290,      -5.305504088,      -2.421551781,      -4.135859052,     -0.6345679767,      -6.374334628
          0,           0,         291,      -5.307877708,      -2.422577559,      -4.134186866,     -0.6350878726,      -6.373402752
          0,           0,         292,      -5.310260778,      -2.423606286,      -4.132471524,     -0.6356025761,       -6.37248651
          0,           0,         293,      -5.312653248,      -2.424637994,      -4.130709131,     -0.6361118836,      -6.371585899
          0,           0,         294,      -5.315055069,      -2.425672712,      -4.128899074,     -0.6366158501,      -6.370700986
          0,           0,         295,      -5.317466199,       -2.42671047,      -4.127043547,     -0.6371147424,      -6.369831757
          0,           0,         296,      -5.319886595,      -2.427751295,      -4.125146994,     -0.6376089837,      -6.368978798
          0,           0,         297,      -5.322316218,      -2.428795215,       -4.12321552,     -0.6380990962,      -6.368142182
          0,           0,         298,      -5.324755033,      -2.429842255,      -4.121256285,     -0.6385856482,      -6.367322343
          0,           0,         299,       -5.32720301,      -2.430892444,      -4.119276935,     -0.6390692102,      -6.366519822
          0,           0,         300,      -5.329660121,      -2.431945809,      -4.117285065,     -0.6395503216,      -6.365735013
          0,           0,         301,      -5.332126348,      -2.433002378,      -4.115287781,     -0.6400294678,      -6.364968525
          0,           0,         302,      -5.334601674,      -2.434062182,      -4.113291324,     -0.6405070681,      -6.364220659
          0,           0,         303,      -5.337086087,       -2.43512525,      -4.111300801,     -0.6409834686,      -6.363491905
          0,           0,         304,       -5.33957958,      -2.436191616,      -4.109320001,     -0.6414589407,      -6.362782639
          0,           0,         305,      -5.342082143,      -2.437261313,      -4.107351284,      -0.641933682,      -6.362093213
          0,           0,         306,      -5.344593767,      -2.438334373,      -4.105395556,     -0.6424078155,      -6.361423573
          0,           0,         307,      -5.347114436,      -2.439410831,      -4.103452301,     -0.6428813902,      -6.360773998
          0,           0,         308,      -5.349644129,      -2.440490717,      -4.101519672,     -0.6433543789,      -6.360144223
          0,           0,         309,      -5.352182813,      -2.441574062,      -4.099594647,     -0.6438266783,      -6.357802968
          0,           0,         310,      -5.355050726,      -2.443553067,      -3.926388302,     -0.5499922158,      -6.358353366
          0,           0,         311,      -5.359777601,      -2.444691201,      -4.074574695,     -0.6264257594,      -6.356063779
          0,           0,         312,      -5.363010798,       -2.44667764,      -3.935442823,     -0.5463774056,      -6.351553137
          0,           0,         313,      -5.364298266,       -2.44990232,      -3.735702708,     -0.3737691244,      -6.354744628
          0,           0,         314,       -5.37910836,      -2.451573553,      -3.997473602,     -0.5809934383,      -6.352568894
          0,           0,         315,      -5.382958406,        -2.4536432,      -3.959400376,     -0.5353004671,      -6.348273688
          0,           0,         316,      -5.381449209,       -2.45708954,      -3.732674022,     -0.3620036926,      -6.352090364
          0,           0,         317,      -5.398181286,      -2.458706526,      -3.966348159,     -0.5729109256,      -6.350023601
          0,           0,         318,      -5.401228124,      -2.460923453,      -3.914971858,     -0.5241956546,      -6.345961885
          0,           0,         319,      -5.396906335,      -2.464505808,       -3.68614279,     -0.3451309282,      -6.350478063
          0,           0,         320,       -5.41675267,      -2.466152535,      -3.914850492,     -0.5611628155,      -6.348528695
          0,           0,         321,      -5.419172932,      -2.468475202,      -3.850360143,      -0.508223208,      -6.344704608
          0,           0,         322,      -5.412005539,      -2.472164548,      -3.639829633,      -0.328716922,      -6.349923349
          0,           0,         323,      -5.435503092,       -2.47390335,      -3.869063824,     -0.5506633683,      -6.348078149
          0,           0,         324,      -5.437250269,      -2.476332808,      -3.799500078,     -0.4956411858,      -6.350039561
          0,           0,         325,      -5.445566029,      -2.477730094,      -3.895968139,     -0.5946597512,      -6.350123921
          0,           0,         326,      -5.448951493,      -2.479165762,      -3.900714844,     -0.6198472091,      -6.350227519
          0,           0,         327,      -5.451281217,      -2.480631123,      -3.892988646,     -0.6250777199,      -6.350357175
          0,           0,         328,      -5.453326322,      -2.482084239,      -3.887425762,     -0.6278755953,      -6.350513193
          0,           0,         329,      -5.455330502,      -2.483521547,      -3.882863292,     -0.6297335708,      -6.348772743
          0,           0,         330,      -5.452796695,      -2.486008405,      -3.727296046,     -0.5040917519,      -6.351089781
          0,           0,         331,      -5.461612635,       -2.48737445,       -3.86454161,     -0.6042588421,      -6.351330503
          0,           0,         332,      -5.465536343,      -2.488732998,      -3.872328605,     -0.6244647977,      -6.351584216
          0,           0,         333,      -5.468795678,      -2.490112438,      -3.870748064,     -0.6279965477,      -6.351860637
          0,           0,         334,      -5.471842523,      -2.491486263,      -3.874691851,     -0.6318099207,      -6.350200019
          0,           0,         335,      -5.469640241,      -2.493869753,      -3.739711517,     -0.5100864354,      -6.346963986
          0,           0,         336,       -5.45936027,      -2.497299798,      -3.605066972,      -0.331998014,       -6.35409175
          0,           0,         337,      -5.490167143,      -2.499407459,      -3.874879221,     -0.5659084266,      -6.352522678
          0,           0,         338,      -5.491539243,      -2.501794598,      -3.806389866,     -0.5075341455,      -6.355391819
          0,           0,         339,       -5.50233426,      -2.503243217,      -3.930126096,     -0.6158306484,      -6.355874062
          0,           0,         340,      -5.506209577,      -2.504683018,      -3.938163006,      -0.642738768,      -6.356374154
          0,           0,         341,      -5.508653689,      -2.506152406,      -3.940968036,     -0.6500732231,      -6.356896696
          0,           0,         342,      -5.510622929,      -2.507611815,      -3.943021849,     -0.6540035336,      -6.355384743
          0,           0,         343,      -5.505638123,      -2.510133285,      -3.782579625,     -0.5227767152,      -6.352451482
          0,           0,         344,      -5.489211771,      -2.513549194,      -3.602601349,     -0.3284065903,       -6.36076467
          0,           0,         345,      -5.526175165,      -2.515744366,      -3.870388542,     -0.5658950492,      -6.359326462
          0,           0,         346,      -5.526321561,      -2.518180401,      -3.789855629,     -0.5029144589,      -6.356480397
          0,           0,         347,      -5.506263227,      -2.521900795,      -3.609657108,     -0.3223823414,        -6.3653758
          0,           0,         348,      -5.547092252,      -2.524080767,       -3.85437305,     -0.5607549841,      -6.363983257
          0,           0,         349,      -5.545477083,      -2.526723923,      -3.773538128,     -0.4999674318,      -6.367680912
          0,           0,         350,      -5.559272387,      -2.528294337,      -3.879616232,     -0.6109403621,      -6.368494766
          0,           0,         351,      -5.563570907,      -2.529894461,      -3.879735933,     -0.6392068239,       -6.36932732
          0,           0,         352,      -5.565823664,      -2.531524692,      -3.870240962,     -0.6450892267,      -6.370187197
          0,           0,         353,      -5.567580486,       -2.53313562,      -3.862655135,     -0.6478028158,      -6.371070024
          0,           0,         354,      -5.569273885,      -2.534724267,      -3.855735351,     -0.6492302548,      -6.371973174
          0,           0,         355,      -5.571139446,      -2.536289157,        -3.8488539,     -0.6494264063,      -6.372894676
          0,           0,         356,      -5.573317967,      -2.537829021,      -3.842847942,     -0.6491548844,      -6.373833211
          0,           0,         357,      -5.575843982,      -2.539345728,      -3.838872755,     -0.6492634204,      -6.374787787
          0,           0,         358,       -5.57866889,      -2.540843447,      -3.837807065,     -0.6502573715,       -6.37575747
          0,           0,         359,      -5.581702171,      -2.542327012,      -3.840049641,     -0.6522914363,      -6.376741447
          0,           0,         360,       -5.58484747,      -2.543800715,      -3.845518054,     -0.6552874666,       -6.37773902
          0,           0,         361,      -5.588025409,      -2.545267627,      -3.853746475,      -0.659037838,      -6.378749475
          0,           0,         362,      -5.591183393,      -2.546729423,      -3.864021384,     -0.6632786199,      -6.379772302
          0,           0,         363,       -5.59429564,      -2.548186606,        -3.8755183,     -0.6677422611,      -6.380807231
          0,           0,         364,      -5.597357112,      -2.549638941,      -3.887418987,     -0.6721918056,      -6.381853808
          0,           0,         365,      -5.600374955,      -2.551085865,      -3.899000204,     -0.6764372291,      -6.382911945
          0,           0,         366,      -5.603360494,      -2.552526782,      -3.909693136,     -0.6803393901,      -6.383981232
          0,           0,         367,      -5.606323797,       -2.55396125,      -3.919116839,      -0.683809066,      -6.385061327
          0,           0,         368,      -5.609271385,      -2.555389085,      -3.927088758,     -0.6868055682,       -6.38615206
          0,           0,         369,      -5.612206492,      -2.556810443,      -3.933612259,     -0.6893349573,      -6.387253172
          0,           0,         370,      -5.615130658,      -2.558225856,      -3.938840025,     -0.6914453278,      -6.388364589
          0,           0,         371,      -5.618045434,      -2.559636214,      -3.943016623,     -0.6932169837,      -6.389486139
          0,           0,         372,      -5.620953383,      -2.561042692,      -3.946411332,     -0.6947476194,      -6.390617616
          0,           0,         373,      -5.623858087,      -2.562446612,      -3.949257359,     -0.6961351166,      -6.391759119
          0,           0,         374,       -5.62676339,       -2.56384928,      -3.951711713,     -0.6974618581,      -6.392910567
          0,           0,         375,      -5.629672346,      -2.565251826,      -3.953842624,     -0.6987840666,      -6.394071887
          0,           0,         376,      -5.632586369,      -2.566655085,      -3.955642677,     -0.7001280292,      -6.395242919
          0,           0,         377,      -5.635504904,      -2.568059541,      -3.957059313,     -0.7014930422,      -6.396423524
          0,           0,         378,      -5.638425703,      -2.569465339,      -3.958031552,     -0.7028592797,      -6.397613564
          0,           0,         379,      -5.641345551,      -2.570872355,      -3.958522458,     -0.7041979734,      -6.398813088
          0,           0,         380,      -5.644261209,      -2.572280293,      -3.958540096,     -0.7054812969,      -6.400021903
          0,           0,         381,      -5.647170262,      -2.573688804,      -3.958144138,     -0.7066899789,      -6.401239836
          0,           0,         382,      -5.650071685,       -2.57509757,      -3.957439472,     -0.7078175911,      -6.402466776
          0,           0,         383,      -5.652966017,      -2.576506374,      -3.956560868,     -0.7088713843,      -6.403702703
          0,           0,         384,      -5.655855159,      -2.577915127,      -3.955653749,      -0.709870243,      -6.404947476
          0,           0,         385,      -5.658741909,      -2.579323866,      -3.954855447,     -0.7108407301,      -6.406201153
          0,           0,         386,      -5.661629355,      -2.580732727,      -3.954279998,     -0.7118122876,      -6.407463648
          0,           0,         387,      -5.664520294,      -2.582141907,      -3.954007995,     -0.7128125495,       -6.40873486
          0,           0,         388,      -5.667416772,      -2.583551615,      -3.954081818,     -0.7138635002,      -6.410014799
          0,           0,         389,      -5.670319827,      -2.584962041,      -3.954505778,     -0.7149789356,      -6.411303431
          0,           0,         390,      -5.673229429,      -2.586373316,      -3.955250243,     -0.7161634118,      -6.412600604
          0,           0,         391,      -5.676144606,      -2.587785508,      -3.956258636,     -0.7174126178,      -6.413906285
          0,           0,         392,      -5.679063695,      -2.589198608,      -3.957456163,     -0.7187149188,      -6.415220343
          0,           0,         393,      -5.681984645,      -2.590612546,      -3.958759209,     -0.7200536867,      -6.416542737
          0,           0,         394,       -5.68490533,      -2.592027207,      -3.960084451,      -0.721409989,      -6.417873347
          0,           0,         395,      -5.687823809,      -2.593442447,      -3.961356863,     -0.7227652224,      -6.419212061
          0,           0,         396,      -5.690738517,      -2.594858121,      -3.962515969,     -0.7241033507,      -6.417948889
          0,           0,         397,      -5.679014056,      -2.597252952,      -3.804529714,      -0.583631654,      -6.415441994
          0,           0,         398,      -5.644856165,      -2.600495226,      -3.646336406,     -0.3902824184,       -6.42813456
          0,           0,         399,      -5.705332553,       -2.60307158,      -3.921701564,     -0.6341183521,      -6.429539658
          0,           0,         400,      -5.718765037,      -2.604517576,       -3.96465062,     -0.7005205208,      -6.430915338
          0,           0,         401,       -5.72364866,      -2.606034484,      -3.959980381,     -0.7143824197,       -6.42960872
          0,           0,         402,      -5.705841622,      -2.608669799,      -3.805534606,     -0.5789115193,      -6.427083477
          0,           0,         403,      -5.661150069,      -2.612211714,      -3.632418765,      -0.385434274,      -6.440286775
          0,           0,         404,      -5.727802048,      -2.614615241,      -3.890729615,     -0.6257011425,      -6.441761651
          0,           0,         405,      -5.742477408,      -2.616148904,      -3.922055885,     -0.6920142601,      -6.443208153
          0,           0,         406,      -5.747411991,      -2.617778803,      -3.909345942,      -0.704518671,      -6.441891906
          0,           0,         407,      -5.725121865,      -2.620538317,      -3.755098581,       -0.56495183,      -6.439371195
          0,           0,         408,      -5.673649037,      -2.624096044,       -3.59488794,     -0.3753931828,      -6.453061444
          0,           0,         409,      -5.749653253,      -2.626613894,      -3.851925396,     -0.6187055515,      -6.454598165
          0,           0,         410,      -5.766112617,      -2.628214253,      -3.878767874,     -0.6848988254,       -6.45610544
          0,           0,         411,      -5.771492303,      -2.629921556,      -3.869273141,     -0.6985266124,      -6.454767205
          0,           0,         412,      -5.745704835,      -2.632761144,      -3.728587553,      -0.561141788,       -6.45221957
          0,           0,         413,      -5.690139226,      -2.636383269,      -3.584702541,     -0.3780325666,      -6.466331742
          0,           0,         414,      -5.772326737,       -2.63893954,      -3.839824492,     -0.6216905536,      -6.467917578
          0,           0,         415,      -5.790111966,      -2.640584143,      -3.862220654,     -0.6875242966,      -6.466532543
          0,           0,         416,      -5.764836589,      -2.643443777,      -3.725295888,     -0.5593352459,      -6.463905135
          0,           0,         417,      -5.705038948,      -2.647145383,      -3.586132808,     -0.3806134335,      -6.478333201
          0,           0,         418,      -5.793176352,      -2.649716594,      -3.839799265,     -0.6261888921,      -6.479949345
          0,           0,         419,       -5.81191304,      -2.651406903,      -3.860235168,     -0.6927460715,      -6.478520909
          0,           0,         420,      -5.783643243,      -2.654317849,      -3.727461295,     -0.5641007942,      -6.475824106
          0,           0,         421,      -5.719857627,      -2.658030659,      -3.590167923,     -0.3862133213,      -6.490545642
          0,           0,         422,      -5.812980427,      -2.660635313,      -3.843777023,     -0.6325273042,      -6.492186646
          0,           0,         423,      -5.832911332,      -2.662350477,      -3.862855514,     -0.6992488928,      -6.490710147
          0,           0,         424,      -5.802263016,      -2.665271861,      -3.730750519,      -0.569995337,      -6.487926887
          0,           0,         425,      -5.734887292,      -2.668960955,      -3.594350732,     -0.3928707458,      -6.502907051
          0,           0,         426,      -5.832796877,      -2.671619112,      -3.848610964,     -0.6404181976,      -6.504564775
          0,           0,         427,      -5.853787604,      -2.673346081,      -3.867213418,     -0.7072777604,      -6.503032829
          0,           0,         428,      -5.820958154,      -2.676266868,      -3.735269571,     -0.5777622223,      -6.500147314
          0,           0,         429,      -5.750404483,      -2.679939854,      -3.599647411,     -0.4013479322,      -6.515355266
          0,           0,         430,      -5.852335077,      -2.682624947,      -3.853423634,     -0.6491590987,      -6.517023785
          0,           0,         431,      -5.874273796,      -2.684355927,      -3.871031001,     -0.7158864658,      -6.515431265
          0,           0,         432,      -5.839314947,      -2.687267587,      -3.738793166,       -0.58602869,      -6.512430907
          0,           0,         433,      -5.765729153,      -2.690911909,      -3.604538912,     -0.4102011845,      -6.527840593
          0,           0,         434,      -5.871490959,      -2.693618058,      -3.858126179,     -0.6582604285,      -6.529514377
          0,           0,         435,      -5.894310462,      -2.695347531,      -3.874697312,     -0.7247143636,      -6.527856972
          0,           0,         436,      -5.857371145,      -2.698244222,      -3.743292341,     -0.5948028602,      -6.524732889
          0,           0,         437,      -5.781109284,      -2.701859799,      -3.611326964,     -0.4198291219,      -6.540323612
          0,           0,         438,      -5.890370751,      -2.704582246,      -3.864812868,     -0.6680325134,      -6.541998564
          0,           0,         439,      -5.914035596,      -2.706308305,      -3.880547003,     -0.7343165295,      -6.540273161
          0,           0,         440,      -5.875301087,      -2.709188119,      -3.750406504,     -0.6045230054,      -6.537018013
          0,           0,         441,      -5.796512375,      -2.712774053,      -3.620101239,     -0.4301210959,      -6.552769746
          0,           0,         442,      -5.908976426,      -2.715508602,      -3.873733595,     -0.6784720665,      -6.554441393
          0,           0,         443,       -5.93345714,      -2.717229448,      -3.888976806,     -0.7447290504,      -6.552645033
          0,           0,         444,      -5.893044522,      -2.720091059,      -3.759640445,     -0.6149654696,      -6.549254341
          0,           0,         445,      -5.811782155,      -2.723648286,      -3.629863979,     -0.4407706666,      -6.565153234
          0,           0,         446,      -5.927217013,      -2.726392131,      -3.883798512,     -0.6892798298,      -6.566819034
          0,           0,         447,      -5.952479374,      -2.728106484,      -3.898804326,     -0.7555818713,      -6.564950953
          0,           0,         448,      -5.910433625,      -2.730949937,      -3.769404567,     -0.6256763446,      -6.561423583
          0,           0,         449,      -5.826737194,      -2.734481075,      -3.639336836,     -0.4514687676,      -6.577458687
          0,           0,         450,      -5.944952892,      -2.737230357,      -3.893553629,     -0.7000796543,      -6.575575562
          0,           0,         451,      -5.921658794,      -2.739930557,      -3.786384359,     -0.6260650584,      -6.571879048
          0,           0,         452,      -5.837765848,      -2.743551372,      -3.648419137,     -0.4568636593,      -6.588007924
          0,           0,         453,      -5.959551449,      -2.746289671,       -3.89648483,     -0.7040026101,      -6.589654233
          0,           0,         454,      -5.986636171,      -2.748036508,      -3.909945343,     -0.7714536656,      -6.587646888
          0,           0,         455,        -5.9402435,      -2.750918805,      -3.780469995,     -0.6417336819,       -6.58387401
          0,           0,         456,      -5.851092643,      -2.754468378,      -3.648979577,     -0.4675700226,      -6.600164453
          0,           0,         457,      -5.974749683,      -2.757199709,      -3.901555397,     -0.7152322222,      -6.601806077
          0,           0,         458,      -6.002240483,      -2.758916576,       -3.91431755,     -0.7809643396,      -6.599734491
