"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,          32,      -4.279149083,      -1.566713176,      -2.314481473,      0.5436265383,      -7.574274025
          0,           0,          33,       -4.28326491,      -1.578848889,      -2.268726027,      0.6512952931,      -7.593884955
          0,           0,          34,      -4.299760635,      -1.587285262,      -2.338591136,      0.5222254007,      -7.575367629
          0,           0,          35,      -4.300447378,      -1.598685264,      -2.279059143,       0.651039428,      -7.594734665
          0,           0,          36,      -4.317908393,      -1.606512372,      -2.367521808,       0.510699033,      -7.576489561
          0,           0,          37,      -4.316088046,      -1.616670704,       -2.29506562,      0.6571558049,      -7.595613133
          0,           0,          38,      -4.334763548,      -1.624455546,      -2.388357596,      0.5106958148,      -7.577273214
          0,           0,          39,      -4.332169134,      -1.634284941,      -2.298060196,      0.6559562276,      -7.596144523
          0,           0,          40,      -4.350862051,      -1.641843343,       -2.38640079,      0.5195125533,      -7.577964304
          0,           0,          41,      -4.348337336,      -1.651721096,      -2.288847736,      0.6513775297,      -7.578583661
          0,           0,          42,      -4.359258654,      -1.663190673,      -2.279943215,      0.6448026075,      -7.545455776
          0,           0,          43,      -4.364126025,      -1.683147756,      -2.207521499,      0.7234560904,      -7.598843915
          0,           0,          44,      -4.396082798,      -1.690056676,      -2.383561115,       0.519724597,      -7.580977681
          0,           0,          45,       -4.39698206,      -1.699559711,      -2.306783982,      0.5977167735,      -7.581064955
          0,           0,          46,      -4.407411112,      -1.709396543,      -2.312057402,      0.5828673736,      -7.548062116
          0,           0,          47,      -4.412329618,       -1.72737397,      -2.247273638,      0.6523312917,      -7.599154076
          0,           0,          48,       -4.43986987,      -1.732833096,      -2.426143747,      0.4576200571,      -7.581277983
          0,           0,          49,      -4.440473003,      -1.742093847,      -2.332591914,      0.5373518205,      -7.548549515
          0,           0,          50,      -4.442601759,      -1.758537358,      -2.271641917,      0.6218558754,      -7.597646536
          0,           0,          51,      -4.472419319,      -1.763271356,      -2.472284173,      0.3913124326,      -7.579899541
          0,           0,          52,      -4.469757847,      -1.771371078,        -2.3737716,        0.50745797,      -7.547024514
          0,           0,          53,      -4.470859972,      -1.786142651,      -2.327290002,      0.5889879504,      -7.594057526
          0,           0,          54,      -4.501563729,      -1.791144678,       -2.52885447,      0.3345924651,      -7.576441526
          0,           0,          55,      -4.496756311,      -1.797906457,       -2.43896155,       0.474669547,      -7.543910792
          0,           0,          56,      -4.499893722,      -1.811607693,      -2.403238759,      0.5387214103,      -7.588581611
          0,           0,          57,      -4.527516763,      -1.816846133,      -2.587165327,      0.2982638418,      -7.570956065
          0,           0,          58,      -4.524921628,      -1.822971249,      -2.522640659,      0.4124827247,      -7.538568113
          0,           0,          59,      -4.531083456,      -1.836142246,      -2.486286124,      0.4573733443,      -7.580678988
          0,           0,          60,      -4.551958567,      -1.840946207,      -2.644591055,      0.2593667265,      -7.563352015
          0,           0,          61,      -4.553521601,      -1.847188613,      -2.595209988,       0.320726134,      -7.560589679
          0,           0,          62,      -4.561254299,      -1.854028899,      -2.598078872,      0.2974839068,      -7.528644446
          0,           0,          63,      -4.567535633,      -1.866530432,      -2.550051057,      0.3507016378,      -7.567244886
          0,           0,          64,      -4.582435801,      -1.870236653,      -2.709801843,      0.1819163542,      -7.549990164
          0,           0,          65,      -4.585162887,      -1.876511651,      -2.635916587,      0.2345397314,      -7.518554853
          0,           0,          66,      -4.588560966,      -1.888225207,      -2.569666602,      0.3283366288,      -7.554021897
          0,           0,          67,      -4.604424592,       -1.89166425,      -2.748087735,      0.1276090084,      -7.537267892
          0,           0,          68,      -4.604626031,      -1.897348142,      -2.659184149,      0.2325304667,       -7.50635074
          0,           0,          69,      -4.606488194,      -1.908156642,      -2.601302557,      0.3271793464,      -7.538692842
          0,           0,          70,      -4.623744786,      -1.911742373,       -2.78182728,      0.1087081046,      -7.522068922
          0,           0,          71,      -4.622813442,      -1.916818429,       -2.70191763,      0.2266894446,      -7.491523985
          0,           0,          72,      -4.625418749,      -1.927019212,      -2.649230747,       0.300826119,      -7.520710325
          0,           0,          73,      -4.641309311,      -1.930612308,      -2.815161726,      0.1040234885,      -7.504488259
          0,           0,          74,      -4.641698964,      -1.935486395,      -2.750433666,      0.1882292834,      -7.474994756
          0,           0,          75,      -4.645327715,      -1.945279116,      -2.693535577,      0.2484905179,      -7.500611935
          0,           0,          76,      -4.658333854,      -1.948535979,      -2.850913079,     0.08008944428,      -7.484976464
          0,           0,          77,        -4.6601491,      -1.953428424,      -2.782141043,      0.1334299867,      -7.455704931
          0,           0,          78,      -4.663552714,      -1.962761295,      -2.722477586,      0.1996356217,      -7.478440446
          0,           0,          79,      -4.675018909,       -1.96563357,      -2.892324013,     0.02997845711,      -7.462914552
          0,           0,          80,       -4.67657035,      -1.970344269,      -2.808620999,     0.09210919909,      -7.435024466
          0,           0,          81,      -4.679302031,      -1.979064425,      -2.760556586,      0.1682413893,      -7.454100872
          0,           0,          82,      -4.690605922,      -1.981785564,      -2.945717867,    -0.02971971238,      -7.439573096
          0,           0,          83,      -4.691090416,      -1.986035179,      -2.860312508,     0.06375974881,      -7.412092354
          0,           0,          84,      -4.693999688,      -1.994138795,      -2.830952007,       0.133328894,      -7.428580139
          0,           0,          85,      -4.704481239,      -1.996849782,      -3.013262145,    -0.07587078437,      -7.413984698
          0,           0,          86,      -4.704894787,        -2.0006464,      -2.949736074,     0.02080267375,      -7.387834075
          0,           0,          87,      -4.708724523,      -2.008248511,      -2.932587121,     0.07333837791,      -7.401142802
          0,           0,          88,      -4.716860971,      -2.010841284,      -3.089461734,     -0.1095218136,      -7.387719382
          0,           0,          89,      -4.718282958,      -2.014389711,      -3.056094079,    -0.04843322602,      -7.362429399
          0,           0,          90,      -4.722665421,      -2.021539086,      -3.027476477,   -0.003514671849,      -7.373432733
          0,           0,          91,      -4.728187611,      -2.023859268,      -3.159452147,     -0.1468042051,      -7.359967019
          0,           0,          92,      -4.730395605,      -2.027263798,      -3.125716652,     -0.1200426298,      -7.335836946
          0,           0,          93,      -4.734453876,      -2.033899447,      -3.071789225,    -0.05792430834,      -7.344365567
          0,           0,          94,      -4.738527674,      -2.035941115,      -3.213689651,     -0.1892757544,      -7.332131944
          0,           0,          95,      -4.740623694,      -2.039122568,      -3.153750015,     -0.1563282936,      -7.309011843
          0,           0,          96,      -4.744104675,       -2.04517747,      -3.097396699,    -0.07422369209,       -7.31575065
          0,           0,          97,      -4.747713162,      -2.047049734,      -3.258388263,     -0.2213993679,      -7.303519219
          0,           0,          98,      -4.749351849,      -2.049919616,      -3.189206306,     -0.1642622396,      -7.281687137
          0,           0,          99,      -4.752630092,      -2.055416545,      -3.142549094,    -0.08300140611,      -7.286620626
          0,           0,         100,      -4.755786587,      -2.057188739,       -3.30180427,     -0.2349330323,      -7.275655908
          0,           0,         101,      -4.757314559,      -2.059772775,      -3.247171758,     -0.1772360252,      -7.254470119
          0,           0,         102,       -4.76075823,      -2.064804815,      -3.201678613,     -0.1059470762,      -7.258194654
          0,           0,         103,       -4.76308825,      -2.066456226,      -3.344809017,     -0.2432798709,        -7.2473073
          0,           0,         104,      -4.764821597,      -2.068842193,      -3.301557904,      -0.204079616,      -7.227770163
          0,           0,         105,      -4.768453154,      -2.073504656,      -3.246334617,     -0.1369714814,      -7.230261868
          0,           0,         106,      -4.769975283,      -2.075005589,      -3.385928302,     -0.2597206926,      -7.220144021
          0,           0,         107,      -4.771838118,      -2.077246626,       -3.33265044,     -0.2320206647,      -7.201047848
          0,           0,         108,      -4.775547435,      -2.081611361,      -3.276139744,     -0.1617732089,       -7.20276878
          0,           0,         109,      -4.776631136,      -2.082982557,      -3.431774009,     -0.2838739303,      -7.193239111
          0,           0,         110,      -4.778423438,      -2.085082824,      -3.367710999,     -0.2519375562,      -7.175474329
          0,           0,         111,      -4.782263063,       -2.08921669,      -3.325560051,     -0.1808416602,      -7.176516951
          0,           0,         112,       -4.78312309,      -2.090505088,      -3.491221525,     -0.3067758015,      -7.167264874
          0,           0,         113,       -4.78483885,      -2.092473653,      -3.438347366,     -0.2689704505,      -7.150269646
          0,           0,         114,       -4.78894222,      -2.096457625,      -3.412928014,     -0.2031770911,      -7.136501597
          0,           0,         115,      -4.792948088,      -2.100548194,      -3.448825175,     -0.2167550935,      -7.122696871
          0,           0,         116,      -4.796701693,      -2.104525858,      -3.492501263,     -0.2314535525,      -7.109396934
          0,           0,         117,      -4.800630119,      -2.108458654,      -3.531876769,     -0.2449360786,      -7.096201505
          0,           0,         118,      -4.804588544,      -2.112354834,      -3.565892889,     -0.2574419611,       -7.09569009
          0,           0,         119,      -4.804519859,      -2.113462627,      -3.683782975,     -0.3476375612,      -7.087900647
          0,           0,         120,      -4.806826733,      -2.115273459,      -3.708357878,     -0.3317453736,      -7.073484589
          0,           0,         121,      -4.811581868,      -2.119080134,      -3.639525258,     -0.2725087338,      -7.072651501
          0,           0,         122,      -4.811677014,      -2.120196088,      -3.729171458,      -0.359193182,      -7.065414616
          0,           0,         123,       -4.81383612,      -2.122030777,      -3.751205268,     -0.3440419691,      -7.051372606
          0,           0,         124,      -4.818741296,      -2.125901885,      -3.673232523,     -0.2832758448,      -7.050258473
          0,           0,         125,      -4.819047455,      -2.127039515,      -3.774022038,     -0.3691302286,      -7.043292054
          0,           0,         126,      -4.821274962,      -2.128907121,       -3.79099514,     -0.3514263559,      -7.030049944
          0,           0,         127,      -4.826256847,      -2.132826129,       -3.71444237,      -0.290523373,      -7.028701814
          0,           0,         128,      -4.826758164,      -2.133988124,      -3.812253811,     -0.3765978018,      -7.021934906
          0,           0,         129,      -4.829023951,      -2.135879033,      -3.846892448,     -0.3584028419,      -7.009167652
          0,           0,         130,      -4.834090734,      -2.139841056,        -3.7644528,     -0.2996244208,      -7.007554947
          0,           0,         131,      -4.834752783,      -2.141022917,       -3.84671209,     -0.3831588882,      -7.001208869
          0,           0,         132,      -4.837077945,      -2.142937373,       -3.89866301,     -0.3672845946,      -6.988832957
          0,           0,         133,      -4.842217515,      -2.146935411,      -3.799167637,     -0.3102751296,      -6.986989411
          0,           0,         134,      -4.843010204,      -2.148126708,      -3.876956806,      -0.390677678,      -6.980792169
          0,           0,         135,      -4.845379019,      -2.150060315,      -3.925540486,     -0.3767056674,      -6.968993758
          0,           0,         136,      -4.850569422,      -2.154084506,      -3.817775167,     -0.3208526638,      -6.966964565
          0,           0,         137,       -4.85148501,      -2.155276524,      -3.907513896,     -0.3992661935,      -6.960956274
          0,           0,         138,      -4.853873629,      -2.157221021,      -3.950182988,     -0.3854517123,       -6.94947584
          0,           0,         139,      -4.859105743,      -2.161260191,      -3.845309799,     -0.3310410302,      -6.947248714
          0,           0,         140,      -4.860132614,      -2.162447669,      -3.943939151,     -0.4079632371,      -6.941489406
          0,           0,         141,      -4.862533294,      -2.164394901,      -4.002476848,     -0.3939348757,      -6.930418496
          0,           0,         142,      -4.867808162,       -2.16843738,      -3.895056301,     -0.3417133931,      -6.928028462
          0,           0,         143,      -4.868913706,      -2.169616768,      -3.987271071,     -0.4161605377,      -6.922435201
          0,           0,         144,      -4.871337364,      -2.171562143,      -4.086847908,     -0.4028643488,       -6.91166443
          0,           0,         145,      -4.876650473,      -2.175596877,      -3.957332416,     -0.3527912739,      -6.909112577
          0,           0,         146,      -4.877803165,      -2.176765668,      -4.032014683,     -0.4240358082,      -6.903737435
          0,           0,         147,      -4.880257908,      -2.178706517,      -4.182295671,     -0.4121429917,      -6.893239937
          0,           0,         148,      -4.885593818,      -2.182721447,      -4.012692762,     -0.3632968456,      -6.890555034
          0,           0,         149,      -4.886782856,      -2.183879299,      -4.073490951,     -0.4318488094,      -6.885260979
          0,           0,         150,      -4.889267594,      -2.185813171,      -4.258023715,     -0.4209618914,       -6.87510557
          0,           0,         151,      -4.894607798,      -2.189797194,      -4.052764308,     -0.3722830875,      -6.872320705
          0,           0,         152,      -4.895833393,      -2.190945532,      -4.110556739,     -0.4395609865,      -6.867193149
          0,           0,         153,      -4.898340145,      -2.192868628,       -4.31333542,     -0.4288986367,      -6.857200146
          0,           0,         154,      -4.903674609,      -2.196813434,      -4.085830589,     -0.3796357116,       -6.85431555
          0,           0,         155,      -4.904945009,      -2.197955147,      -4.142358432,     -0.4468999689,      -6.849338905
          0,           0,         156,      -4.907469083,       -2.19986469,      -4.365652105,     -0.4361172799,      -6.839593087
          0,           0,         157,      -4.912794285,      -2.203764962,      -4.114559138,     -0.3860215093,      -6.836636177
          0,           0,         158,      -4.914106167,      -2.204901126,      -4.168141337,     -0.4538068223,       -6.83175411
          0,           0,         159,      -4.916648776,      -2.206795546,      -4.409995272,      -0.442977438,      -6.822252705
          0,           0,         160,      -4.921970529,      -2.210650873,      -4.130101902,     -0.3918100577,      -6.819235633
          0,           0,         161,      -4.923324581,      -2.211781544,      -4.184285582,     -0.4604158316,      -6.814389883
          0,           0,         162,       -4.92588672,      -2.213660668,      -4.420893575,     -0.4496698231,      -6.805105661
          0,           0,         163,      -4.931210847,      -2.217471799,      -4.128158983,     -0.3973330253,      -6.802049566
          0,           0,         164,      -4.932602707,      -2.218595345,      -4.194132848,     -0.4668990436,      -6.797368858
          0,           0,         165,      -4.935188057,      -2.220459896,      -4.402249372,     -0.4561335846,      -6.788145088
          0,           0,         166,      -4.940526906,      -2.224230794,      -4.116257095,     -0.4024707906,      -6.785021508
          0,           0,         167,        -4.9419607,      -2.225346368,      -4.199674989,     -0.4733041812,       -6.78044276
          0,           0,         168,      -4.944570788,      -2.227197086,      -4.380779463,     -0.4623507517,      -6.771470231
          0,           0,         169,       -4.94993548,      -2.230930088,      -4.105786713,     -0.4073682278,      -6.768321175
          0,           0,         170,      -4.951411005,      -2.232037173,      -4.206216313,     -0.4795946914,      -6.763763055
          0,           0,         171,      -4.954053399,      -2.233875535,      -4.371895773,     -0.4683427758,      -6.754888395
          0,           0,         172,      -4.959458745,      -2.237574837,      -4.100687354,     -0.4118841985,      -6.751697109
          0,           0,         173,      -4.960983674,      -2.238674774,      -4.213622533,      -0.485748909,      -6.747243737
          0,           0,         174,      -4.963664666,       -2.24050221,      -4.375820867,     -0.4741886805,      -6.738458859
          0,           0,         175,      -4.969119526,      -2.244169205,      -4.101251507,     -0.4160298775,      -6.735211041
          0,           0,         176,      -4.970699297,      -2.245263921,      -4.223555619,     -0.4917687026,      -6.730844594
          0,           0,         177,      -4.973428591,      -2.247082583,      -4.387843438,     -0.4798608327,      -6.722194878
          0,           0,         178,      -4.978941069,       -2.25072004,      -4.104779285,     -0.4195253591,      -6.718884816
          0,           0,         179,      -4.980590484,      -2.251812722,      -4.233186767,     -0.4976504655,      -6.714509463
          0,           0,         180,      -4.983372066,      -2.253623896,      -4.402921289,     -0.4852965433,      -6.705981846
          0,           0,         181,      -4.988940792,      -2.257231559,      -4.109348623,     -0.4223301239,      -6.702642478
          0,           0,         182,      -4.990669878,      -2.258324884,      -4.241771823,     -0.5033523257,      -6.698356128
          0,           0,         183,      -4.993507495,      -2.260129799,      -4.417338911,     -0.4904276329,      -6.689864529
          0,           0,         184,      -4.999129143,      -2.263709071,      -4.112041486,     -0.4243649945,      -6.686469659
          0,           0,         185,      -5.000953446,      -2.264805741,      -4.245658232,      -0.508821014,      -6.682219067
          0,           0,         186,      -5.003844953,      -2.266604779,      -4.425471392,     -0.4952366869,      -6.673849508
          0,           0,         187,      -5.009507066,       -2.27015423,      -4.110435536,     -0.4257718031,      -6.670425645
          0,           0,         188,      -5.011427208,      -2.271254605,      -4.244139397,     -0.5140359029,      -6.666214853
          0,           0,         189,      -5.014367492,       -2.27304739,      -4.422240972,     -0.4997546466,      -6.657927027
          0,           0,         190,      -5.020055292,      -2.276566895,      -4.102810364,     -0.4267065437,      -6.654479098
          0,           0,         191,      -5.022075568,      -2.277670935,      -4.237113067,     -0.5189958468,      -6.650316954
          0,           0,         192,      -5.025056107,      -2.279456831,      -4.404788684,     -0.5039839048,      -6.642117504
          0,           0,         193,      -5.030748843,      -2.282943821,      -4.089420994,     -0.4272711767,      -6.638657309
          0,           0,         194,      -5.032857102,      -2.284049142,      -4.226216671,     -0.5237350876,      -6.634541521
          0,           0,         195,      -5.035866112,      -2.285826354,      -4.378004459,      -0.507955853,      -6.626429677
          0,           0,         196,      -5.041544474,      -2.289279028,      -4.072772172,     -0.4276147248,      -6.622963035
          0,           0,         197,      -5.043736644,      -2.290384165,      -4.214288145,     -0.5282625135,      -6.618894062
          0,           0,         198,      -5.046765522,       -2.29215195,      -4.348431789,     -0.5116528571,      -6.610879911
          0,           0,         199,      -5.052413817,      -2.295568307,       -4.05529474,     -0.4276737709,      -6.607431832
          0,           0,         200,       -5.05467918,      -2.296671262,      -4.202367322,     -0.5325990178,      -6.603417034
          0,           0,         201,      -5.057719578,      -2.298428212,      -4.321586558,     -0.5151052222,      -6.595506392
          0,           0,         202,      -5.063326412,      -2.301806898,      -4.038984449,     -0.4275098372,      -6.592090103
          0,           0,         203,      -5.065665244,      -2.302907536,      -4.192153586,      -0.536722729,      -6.588131259
          0,           0,         204,      -5.068717024,      -2.304654478,      -4.299001874,     -0.5182853804,      -6.580332955
          0,           0,         205,      -5.074280355,      -2.307996709,      -4.024127203,     -0.4269509412,      -6.576977175
          0,           0,         206,      -5.076699154,      -2.309095835,      -4.182734772,      -0.540618325,      -6.573079407
          0,           0,         207,      -5.079763572,      -2.310833541,      -4.280070001,     -0.5211786241,      -6.565402365
          0,           0,         208,      -5.085282521,      -2.314140506,      -4.010396069,     -0.4259936646,      -6.562129994
          0,           0,         209,      -5.087792936,      -2.315239858,      -4.173983434,     -0.5442406361,      -6.558296238
          0,           0,         210,      -5.090877541,      -2.316970987,      -4.263082158,     -0.5237425425,      -6.550742217
          0,           0,         211,      -5.096358451,      -2.320247611,      -3.996837705,     -0.4245225447,      -6.547566445
          0,           0,         212,      -5.098988134,      -2.321350291,      -4.164606295,     -0.5475508555,       -6.54379735
          0,           0,         213,      -5.102100655,      -2.323077836,      -4.246015879,     -0.5259279874,      -6.536372976
          0,           0,         214,      -5.107545871,       -2.32632792,      -3.982628522,     -0.4225313464,      -6.533325545
          0,           0,         215,      -5.110315376,      -2.327436084,      -4.154009685,     -0.5505218577,       -6.52962226
          0,           0,         216,      -5.113463655,        -2.3291632,      -4.227627438,     -0.5277270852,      -6.522324251
          0,           0,         217,      -5.118876046,      -2.332392925,      -3.967286837,     -0.4200721134,      -6.519408983
          0,           0,         218,      -5.121824182,      -2.333509935,      -4.142068503,     -0.5531286894,      -6.515768821
          0,           0,         219,       -5.12501718,      -2.335240832,      -4.207066835,     -0.5291049846,       -6.50859518
          0,           0,         220,      -5.130394849,      -2.338455943,       -3.95062311,     -0.4171181824,      -6.505833147
          0,           0,         221,      -5.133553478,      -2.339583801,      -4.128474821,      -0.555387172,      -6.503937549
          0,           0,         222,      -5.135236384,      -2.340486558,      -4.231950851,     -0.5781808822,      -6.500363549
          0,           0,         223,      -5.138424852,      -2.342256545,      -4.160744121,      -0.532247877,      -6.493337354
          0,           0,         224,      -5.143667493,      -2.345460171,      -3.910391868,     -0.4141795415,      -6.490774043
          0,           0,         225,      -5.147102193,      -2.346603832,      -4.114695096,     -0.5578882409,      -6.488937443
          0,           0,         226,      -5.148887445,       -2.34751006,      -4.214711115,     -0.5818745234,      -6.485433955
          0,           0,         227,      -5.152154692,      -2.349283231,      -4.128937971,     -0.5325082826,      -6.478547273
          0,           0,         228,       -5.15737875,      -2.352470038,      -3.891714245,     -0.4101850975,      -6.476187183
          0,           0,         229,      -5.161169495,      -2.353641943,      -4.100753886,     -0.5601213793,       -6.47441306
          0,           0,         230,      -5.163044419,      -2.354556192,      -4.197693751,     -0.5859298931,      -6.472639399
          0,           0,         231,      -5.164898418,      -2.355498894,      -4.207214185,     -0.5904911104,       -6.46922157
          0,           0,         232,      -5.167954041,       -2.35730225,      -4.091401253,     -0.5359629557,      -6.462503531
          0,           0,         233,      -5.173099697,      -2.360472407,      -3.864404801,     -0.4076308238,       -6.46042518
          0,           0,         234,      -5.177336386,      -2.361666988,      -4.089659027,     -0.5624189856,      -6.458731016
          0,           0,         235,      -5.179380108,      -2.362588663,      -4.180623958,     -0.5898671751,      -6.457036753
          0,           0,         236,      -5.181354344,      -2.363540953,      -4.185849191,     -0.5948616266,      -6.453705256
          0,           0,         237,      -5.184434376,      -2.365352928,      -4.064875482,     -0.5362379173,      -6.447154639
          0,           0,         238,      -5.189464166,      -2.368513432,      -3.848134703,     -0.4035720003,        -6.4453671
          0,           0,         239,      -5.194208684,      -2.369741164,      -4.076890343,     -0.5646100731,       -6.44375343
          0,           0,         240,      -5.196381502,      -2.370674926,      -4.165548823,     -0.5941352333,      -6.440500505
          0,           0,         241,      -5.199778649,      -2.372491401,      -4.065188039,      -0.535347531,      -6.438944253
          0,           0,         242,      -5.201976289,      -2.373485242,      -4.154215662,     -0.5925460226,      -6.437369007
          0,           0,         243,      -5.203701992,      -2.374457401,      -4.178012277,      -0.603866868,      -6.434159213
          0,           0,         244,      -5.206810529,      -2.376299395,      -4.032543353,     -0.5392328567,      -6.432686281
          0,           0,         245,      -5.209078525,      -2.377285922,      -4.146525951,     -0.5945600873,      -6.431152606
          0,           0,         246,      -5.210992959,      -2.378253151,       -4.16640213,     -0.6045468174,      -6.429625269
          0,           0,         247,      -5.212966077,       -2.37923024,      -4.160594692,     -0.6058066831,       -6.42810908
          0,           0,         248,      -5.214909881,       -2.38020749,      -4.153911516,     -0.6067311055,      -6.426603554
          0,           0,         249,      -5.216815711,      -2.381185462,      -4.149799593,     -0.6077395602,      -6.425107944
          0,           0,         250,      -5.218705751,      -2.382162907,      -4.147569162,     -0.6085117465,      -6.423621896
          0,           0,         251,      -5.220603474,      -2.383138149,      -4.146863606,     -0.6090933083,      -6.422145424
          0,           0,         252,      -5.222525736,      -2.384110703,      -4.147421148,     -0.6096443034,      -6.420678732
          0,           0,         253,      -5.224481544,      -2.385081119,      -4.148998565,     -0.6102714193,      -6.419222214
          0,           0,         254,      -5.226472219,       -2.38605032,      -4.151451411,     -0.6110160814,      -6.417776084
          0,           0,         255,      -5.228493197,      -2.387019115,      -4.154685691,     -0.6118799879,       -6.41634094
          0,           0,         256,       -5.23053697,      -2.387987985,      -4.158543941,     -0.6128402764,      -6.414916929
          0,           0,         257,      -5.232595842,      -2.388957084,      -4.162762316,      -0.613857562,      -6.413504531
          0,           0,         258,      -5.234663748,      -2.389926339,      -4.167016366,     -0.6148859633,      -6.412104029
          0,           0,         259,       -5.23673703,      -2.390895593,      -4.170998745,     -0.6158847187,      -6.410715616
          0,           0,         260,      -5.238814392,      -2.391864718,      -4.174478783,     -0.6168265421,      -6.409339821
          0,           0,         261,       -5.24089634,      -2.392833683,      -4.177325342,     -0.6177000151,      -6.407976875
          0,           0,         262,      -5.242984426,      -2.393802574,      -4.179497135,     -0.6185068891,      -6.406626688
          0,           0,         263,      -5.245080539,      -2.394771578,      -4.181014939,     -0.6192569657,       -6.40528963
          0,           0,         264,      -5.247186378,      -2.395740945,      -4.181930995,     -0.6199630657,      -6.403965824
          0,           0,         265,      -5.249303142,      -2.396710956,      -4.182305699,     -0.6206374568,      -6.402654395
          0,           0,         266,      -5.251431439,      -2.397681885,      -4.182194673,     -0.6212899697,      -6.401356201
          0,           0,         267,      -5.253571336,      -2.398653973,        -4.1816445,     -0.6219274001,      -6.400070988
          0,           0,         268,      -5.255722513,      -2.399627416,      -4.180693716,     -0.6225536658,      -6.398798595
          0,           0,         269,      -5.257884446,      -2.400602363,      -4.179376297,     -0.6231703432,      -6.397538745
          0,           0,         270,      -5.260056582,      -2.401578922,      -4.177725866,      -0.623777367,       -6.39629153
          0,           0,         271,      -5.262238454,       -2.40255717,      -4.175779604,     -0.6243737816,      -6.395056691
          0,           0,         272,      -5.264429752,       -2.40353717,      -4.173581093,     -0.6249584498,      -6.393834596
          0,           0,         273,      -5.266630325,      -2.404518974,      -4.171181407,     -0.6255306216,      -6.392625228
          0,           0,         274,      -5.268840153,      -2.405502638,      -4.168638122,     -0.6260902962,      -6.391428683
          0,           0,         275,      -5.271059301,      -2.406488222,      -4.166012376,     -0.6266383515,      -6.390245576
          0,           0,         276,      -5.273287868,      -2.407475792,      -4.163364629,     -0.6271764621,      -6.389076198
          0,           0,         277,      -5.275525955,      -2.408465419,      -4.160750072,     -0.6277068743,      -6.387920694
