"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     
          0,           0,         277,      -5.503529301,      -2.398104159,      -2.868778166,      -1.567683886,      -1.334043626
          0,           0,         278,      -5.486462808,      -2.398950465,      -2.864670049,      -1.569162324,      -1.335054142
          0,           0,         279,       -5.46974693,      -2.399601313,      -2.860042773,      -1.570453176,      -1.336100857
          0,           0,         280,      -5.453426423,      -2.400062971,      -2.854956876,      -1.571556849,      -1.336670335
          0,           0,         281,      -5.437525027,      -2.400339246,       -2.84944817,      -1.572480303,      -1.337386555
          0,           0,         282,       -5.42206912,      -2.400437891,      -2.843551671,      -1.573231137,      -1.338138848
          0,           0,         283,      -5.407075029,      -2.400372127,      -2.837318253,      -1.573818114,      -1.338977892
          0,           0,         284,      -5.392539682,      -2.400149628,      -2.830788179,      -1.574250961,      -1.339825313
          0,           0,         285,      -5.378468704,      -2.399783738,      -2.823985513,       -1.57453779,      -1.340760516
          0,           0,         286,      -5.364865215,      -2.399274819,      -2.816933597,      -1.574684922,      -1.341334429
          0,           0,         287,      -5.351728386,      -2.398618969,      -2.809703341,      -1.574691558,      -1.341805671
          0,           0,         288,      -5.339048204,      -2.397818395,      -2.802325114,      -1.574565103,       -1.34264198
          0,           0,         289,      -5.326817754,      -2.396883207,      -2.794821528,       -1.57431043,      -1.343743931
          0,           0,         290,      -5.315025358,      -2.395821268,      -2.787226604,      -1.573931692,      -1.344598755
          0,           0,         291,      -5.303652528,      -2.394639656,      -2.779576706,      -1.573429365,      -1.344997042
          0,           0,         292,      -5.292680285,      -2.393342864,      -2.771894983,      -1.572800906,      -1.344803757
          0,           0,         293,        -5.2820867,      -2.391937323,      -2.764206658,      -1.572055038,      -1.344210087
          0,           0,         294,      -5.271852346,      -2.390425753,      -2.756532394,      -1.571195636,      -1.343686514
          0,           0,         295,      -5.261957792,      -2.388811342,      -2.748888131,      -1.570223583,      -1.343670727
          0,           0,         296,      -5.252383914,      -2.387095774,       -2.74128874,      -1.569140216,      -1.343794224
          0,           0,         297,      -5.243111034,      -2.385282121,      -2.733748617,      -1.567947834,      -1.344049494
          0,           0,         298,      -5.234120104,      -2.383373847,      -2.726282569,      -1.566652477,      -1.343783801
          0,           0,         299,      -5.225393284,      -2.381372932,      -2.718902917,       -1.56525233,       -1.34344182
          0,           0,         300,      -5.216913295,       -2.37928147,      -2.711615299,      -1.563754319,      -1.342520179
          0,           0,         301,       -5.20866492,      -2.377105328,      -2.704428117,      -1.562167252,      -1.341873946
          0,           0,         302,      -5.200634813,      -2.374849395,      -2.697345594,      -1.560498063,      -1.341446008
          0,           0,         303,      -5.192811198,      -2.372519367,      -2.690374655,      -1.558753037,       -1.34100211
          0,           0,         304,      -5.185184123,      -2.370120144,      -2.683518555,      -1.556939802,      -1.340717557
          0,           0,         305,        -5.1777454,      -2.367656576,      -2.676778529,      -1.555068201,      -1.340363759
          0,           0,         306,      -5.170489562,      -2.365135922,      -2.670157977,      -1.553148669,      -1.339947815
          0,           0,         307,      -5.163411839,      -2.362566075,      -2.663660701,      -1.551192348,       -1.33943235
          0,           0,         308,      -5.156508978,      -2.359956052,      -2.657288522,      -1.549209886,      -1.338798124
          0,           0,         309,      -5.149780524,      -2.357315663,      -2.651043104,      -1.547212021,       -1.33832542
          0,           0,         310,      -5.143227302,      -2.354655059,      -2.644928474,      -1.545208913,      -1.337964547
          0,           0,         311,      -5.136851409,       -2.35198579,      -2.638948949,      -1.543212965,      -1.337750915
          0,           0,         312,      -5.130656197,      -2.349318527,      -2.633108109,      -1.541236298,      -1.337423613
          0,           0,         313,      -5.124645461,      -2.346664833,      -2.627408671,      -1.539292084,      -1.337024122
          0,           0,         314,      -5.118823133,      -2.344036288,      -2.621853942,      -1.537392544,      -1.336628032
          0,           0,         315,      -5.113193789,      -2.341443905,      -2.616447032,      -1.535548529,      -1.336338658
          0,           0,         316,      -5.107762276,       -2.33889933,      -2.611191357,      -1.533770872,      -1.336200873
          0,           0,         317,      -5.102533992,      -2.336413644,      -2.606091746,      -1.532070675,      -1.336199722
          0,           0,         318,      -5.097513637,      -2.333998082,      -2.601152968,      -1.530458338,      -1.336331202
          0,           0,         319,      -5.092706811,      -2.331664039,      -2.596379862,      -1.528943499,      -1.336581812
          0,           0,         320,      -5.088118074,       -2.32942234,      -2.591776223,      -1.527535121,      -1.336955185
          0,           0,         321,      -5.083751759,       -2.32728334,      -2.587345319,      -1.526239966,      -1.337374442
          0,           0,         322,      -5.079613447,      -2.325256643,      -2.583091325,      -1.525067345,      -1.338038867
          0,           0,         323,      -5.075705941,      -2.323350765,      -2.579018291,      -1.524022797,       -1.33872942
          0,           0,         324,      -5.072032102,      -2.321573408,      -2.575129911,      -1.523111794,      -1.339523853
          0,           0,         325,      -5.068594749,      -2.319932574,      -2.571429218,      -1.522337649,      -1.340447305
          0,           0,         326,      -5.065396524,      -2.318435094,      -2.567919537,      -1.521704078,       -1.34148305
          0,           0,         327,      -5.062438933,      -2.317086734,      -2.564603534,      -1.521213845,      -1.342636072
          0,           0,         328,      -5.059722825,      -2.315892451,      -2.561483228,      -1.520867499,      -1.343925624
          0,           0,         329,      -5.057248102,      -2.314856252,      -2.558560559,      -1.520666691,      -1.345360616
          0,           0,         330,      -5.055014163,      -2.313981604,      -2.555836789,      -1.520610633,      -1.347236373
          0,           0,         331,      -5.053020236,      -2.313271396,        -2.5533128,      -1.520699475,       -1.34878601
          0,           0,         332,      -5.051264108,      -2.312726689,      -2.550989288,      -1.520932243,      -1.350490103
          0,           0,         333,      -5.049743115,      -2.312347695,      -2.548866424,      -1.521306352,      -1.352449546
          0,           0,         334,       -5.04845369,      -2.312133748,      -2.546943605,      -1.521819637,      -1.354604406
          0,           0,         335,      -5.047391647,      -2.312083791,      -2.545219867,      -1.522469436,      -1.356924447
          0,           0,         336,      -5.046551897,      -2.312196239,      -2.543693456,      -1.523252418,      -1.359392743
          0,           0,         337,      -5.045928783,      -2.312468095,      -2.542361781,      -1.524165393,      -1.362008512
          0,           0,         338,      -5.045516532,        -2.3128963,      -2.541222043,       -1.52520518,      -1.364769111
          0,           0,         339,      -5.045309041,      -2.313478048,      -2.540271318,      -1.526368396,      -1.367696769
          0,           0,         340,      -5.045299814,      -2.314210108,      -2.539506087,      -1.527651781,      -1.370761135
          0,           0,         341,      -5.045481798,      -2.315089481,      -2.538922448,      -1.529052615,      -1.373997595
          0,           0,         342,      -5.045848183,      -2.316111621,      -2.538516415,      -1.530568139,      -1.377394974
          0,           0,         343,      -5.046394138,       -2.31727291,      -2.538283969,      -1.532195489,      -1.380935612
          0,           0,         344,      -5.047113103,      -2.318569569,      -2.538219743,      -1.533932584,      -1.384592595
          0,           0,         345,      -5.048001164,      -2.319997887,      -2.538319295,       -1.53577706,      -1.388365379
          0,           0,         346,      -5.049051603,      -2.321554187,      -2.538578094,      -1.537727043,      -1.392269642
          0,           0,         347,      -5.050258514,      -2.323235286,      -2.538991651,      -1.539781528,      -1.396313927
          0,           0,         348,      -5.051616568,      -2.325038212,      -2.539555195,      -1.541939724,      -1.400499358
          0,           0,         349,      -5.053121417,      -2.326960211,       -2.54026397,      -1.544200761,      -1.404816191
          0,           0,         350,      -5.054770227,      -2.329000443,      -2.541114682,      -1.546563936,      -1.409268831
          0,           0,         351,      -5.056560403,      -2.331157351,      -2.542104849,      -1.549029563,      -1.413842568
          0,           0,         352,      -5.058486418,       -2.33342956,      -2.543230255,      -1.551597962,      -1.418541999
          0,           0,         353,      -5.060549847,      -2.335816474,      -2.544488165,      -1.554269528,      -1.423353688
          0,           0,         354,      -5.062749349,      -2.338317601,      -2.545876112,      -1.557044884,      -1.428264217
          0,           0,         355,      -5.065083563,      -2.340932555,      -2.547392088,      -1.559924946,      -1.433274136
          0,           0,         356,      -5.067551073,      -2.343661236,      -2.549034325,      -1.562911475,      -1.438389757
          0,           0,         357,      -5.070151174,      -2.346503972,       -2.55080137,      -1.566006837,      -1.443617188
          0,           0,         358,      -5.072883354,       -2.34945952,      -2.552690784,      -1.569211142,      -1.448937871
          0,           0,         359,      -5.075748734,      -2.352531026,       -2.55470285,      -1.572525151,      -1.454386044
          0,           0,         360,      -5.078746139,      -2.355718531,      -2.556838312,      -1.575950192,      -1.459951743
          0,           0,         361,      -5.081871555,       -2.35902222,      -2.559095356,      -1.579487227,       -1.46560328
          0,           0,         362,      -5.085131589,      -2.362443535,      -2.561474282,      -1.583136906,      -1.471344489
          0,           0,         363,      -5.088525772,      -2.365983339,      -2.563974554,      -1.586899737,      -1.477179722
          0,           0,         364,      -5.092055327,      -2.369642598,      -2.566596513,      -1.590776344,      -1.483109886
          0,           0,         365,      -5.095719407,       -2.37342201,      -2.569340172,      -1.594767153,      -1.489137638
          0,           0,         366,      -5.099518522,      -2.377322392,      -2.572205801,      -1.598872456,      -1.495268428
          0,           0,         367,      -5.103452835,      -2.381344447,      -2.575193561,      -1.603092328,      -1.501505238
          0,           0,         368,      -5.107522997,      -2.385488815,      -2.578303722,      -1.607426575,      -1.507837158
          0,           0,         369,      -5.111729404,      -2.389756034,      -2.581536534,      -1.611874776,      -1.514260015
          0,           0,         370,      -5.116072648,      -2.394146534,      -2.584892265,      -1.616436204,      -1.520766912
          0,           0,         371,       -5.12055323,       -2.39866061,      -2.588371178,       -1.62110989,      -1.527356663
          0,           0,         372,      -5.125171587,      -2.403298336,      -2.591973527,      -1.625894617,      -1.534026024
          0,           0,         373,      -5.129927985,      -2.408059648,      -2.595699547,       -1.63078887,      -1.540773701
          0,           0,         374,      -5.134822473,      -2.412944222,      -2.599549412,      -1.635790795,       -1.54759925
          0,           0,         375,      -5.139854848,      -2.417951408,      -2.603523221,      -1.640898242,      -1.554501813
          0,           0,         376,      -5.145024589,      -2.423080211,      -2.607620965,      -1.646108738,      -1.561480877
          0,           0,         377,      -5.150330819,      -2.428329266,       -2.61184249,      -1.651419475,      -1.568534696
          0,           0,         378,      -5.155772287,      -2.433696823,      -2.616187411,      -1.656827311,      -1.575661187
          0,           0,         379,        -5.1613473,      -2.439180535,      -2.620655138,      -1.662328788,       -1.58285811
          0,           0,         380,      -5.167053816,      -2.444777763,      -2.625244847,      -1.667920161,      -1.590113072
          0,           0,         381,      -5.172889299,       -2.45048617,      -2.629955747,      -1.673597478,       -1.59740548
          0,           0,         382,      -5.178850283,        -2.4563024,      -2.634786468,      -1.679356693,      -1.604784935
          0,           0,         383,      -5.184933364,      -2.462222925,      -2.639735211,      -1.685193318,      -1.612233216
          0,           0,         384,      -5.191135582,      -2.468243928,      -2.644800169,      -1.691102601,      -1.619720312
          0,           0,         385,      -5.197452643,      -2.474361307,      -2.649979136,      -1.697080052,      -1.627271907
          0,           0,         386,      -5.203880199,      -2.480570728,      -2.655269681,       -1.70312087,      -1.634877199
          0,           0,         387,      -5.210413654,      -2.486867703,      -2.660668983,      -1.709220195,      -1.642545995
          0,           0,         388,      -5.217048736,      -2.493247637,      -2.666174122,      -1.715373234,      -1.650271254
          0,           0,         389,      -5.223780633,      -2.499705809,      -2.671781941,      -1.721575203,      -1.658040771
          0,           0,         390,       -5.23060447,      -2.506237464,      -2.677489101,      -1.727821655,      -1.665850562
          0,           0,         391,      -5.237515386,      -2.512837939,      -2.683292131,      -1.734108866,        -1.6736942
          0,           0,         392,      -5.244508663,      -2.519502553,      -2.689187464,      -1.740432068,      -1.681569584
          0,           0,         393,      -5.251579587,      -2.526226593,      -2.695171468,      -1.746786753,      -1.689474675
          0,           0,         394,       -5.25872355,      -2.533005416,      -2.701240437,      -1.753168472,      -1.697426236
          0,           0,         395,      -5.265936038,      -2.539834472,      -2.707390665,      -1.759572899,      -1.705386108
          0,           0,         396,      -5.273212567,      -2.546709164,      -2.713618463,       -1.76599588,      -1.713355265
          0,           0,         397,      -5.280548636,      -2.553624913,      -2.719920122,       -1.77243346,      -1.721332926
          0,           0,         398,      -5.287939807,      -2.560577183,      -2.726291955,      -1.778881878,      -1.729317538
          0,           0,         399,      -5.295381466,      -2.567561492,      -2.732730271,      -1.785337545,      -1.737308526
          0,           0,         400,      -5.302868974,      -2.574573476,      -2.739231373,      -1.791797076,      -1.745300359
          0,           0,         401,      -5.310397797,      -2.581608928,      -2.745791544,      -1.798257239,      -1.753290989
          0,           0,         402,      -5.317963611,      -2.588663822,        -2.7524071,       -1.80471493,      -1.761277462
          0,           0,         403,      -5.325562263,       -2.59573427,      -2.759074411,      -1.811167181,      -1.769256228
          0,           0,         404,      -5.333189826,      -2.602816553,      -2.765789924,      -1.817611193,      -1.777223128
          0,           0,         405,      -5.340842511,      -2.609907158,      -2.772550193,       -1.82404427,      -1.785173727
          0,           0,         406,      -5.348516724,      -2.617002749,      -2.779351866,       -1.83046383,      -1.793104506
          0,           0,         407,      -5.356209014,      -2.624100094,      -2.786191693,      -1.836867373,      -1.801015586
          0,           0,         408,       -5.36391603,      -2.631196115,      -2.793066522,      -1.843252551,      -1.808906797
          0,           0,         409,      -5.371634406,      -2.638287729,      -2.799973305,      -1.849617057,      -1.816775884
          0,           0,         410,      -5.379360893,      -2.645371918,      -2.806909045,      -1.855958664,      -1.824617843
          0,           0,         411,      -5.387092322,      -2.652445771,       -2.81387081,      -1.862275209,      -1.832421342
          0,           0,         412,      -5.394825564,      -2.659506471,       -2.82085573,      -1.868564785,      -1.840183782
          0,           0,         413,      -5.402557574,      -2.666551507,      -2.827861012,      -1.874826274,       -1.84790101
          0,           0,         414,      -5.410285624,      -2.673578449,      -2.834883894,      -1.881057696,      -1.855569388
          0,           0,         415,      -5.418006809,      -2.680584736,      -2.841921683,      -1.887257029,      -1.863186392
          0,           0,         416,      -5.425718557,        -2.6875679,      -2.848971783,      -1.893422792,      -1.870755356
          0,           0,         417,      -5.433418062,      -2.694525401,      -2.856031654,       -1.89955366,      -1.878275086
          0,           0,         418,      -5.441102397,      -2.701454729,      -2.863098757,      -1.905647093,      -1.885730038
          0,           0,         419,      -5.448768435,      -2.708353444,      -2.870170517,       -1.91170182,      -1.893122578
          0,           0,         420,      -5.456413141,      -2.715219238,      -2.877244334,      -1.917716792,      -1.900453164
          0,           0,         421,      -5.464033534,       -2.72204999,      -2.884317599,      -1.923690903,      -1.907713181
          0,           0,         422,      -5.471626914,      -2.728843802,      -2.891387731,      -1.929623296,      -1.914901719
          0,           0,         423,      -5.479190828,      -2.735598962,      -2.898452227,       -1.93551325,      -1.922017975
          0,           0,         424,      -5.486723045,      -2.742313926,       -2.90550868,      -1.941360179,      -1.929065917
          0,           0,         425,      -5.494221507,      -2.748987295,      -2.912554787,      -1.947163574,      -1.936039653
          0,           0,         426,      -5.501684308,       -2.75561783,       -2.91958836,      -1.952923089,      -1.942931368
          0,           0,         427,      -5.509109655,      -2.762204475,      -2.926607318,      -1.958638468,      -1.949740129
          0,           0,         428,      -5.516495927,      -2.768746301,      -2.933609684,      -1.964309568,      -1.956465047
          0,           0,         429,      -5.523841598,      -2.775242452,      -2.940593566,      -1.969936345,      -1.963105262
          0,           0,         430,      -5.531145305,      -2.781692243,      -2.947557183,      -1.975518846,      -1.969663679
          0,           0,         431,      -5.538405819,      -2.788095213,       -2.95449886,      -1.981057988,      -1.976139246
          0,           0,         432,      -5.545622126,      -2.794451122,      -2.961417025,      -1.986554921,      -1.982525174
          0,           0,         433,      -5.552793518,       -2.80075976,      -2.968310245,      -1.992009513,      -1.988822435
          0,           0,         434,      -5.559919518,      -2.807021032,      -2.975177201,      -1.997421658,      -1.995031989
          0,           0,         435,      -5.566999908,      -2.813235013,      -2.982016732,      -2.002791329,      -2.001173757
          0,           0,         436,      -5.574034308,       -2.81940163,      -2.988827839,      -2.008118654,      -2.007225405
          0,           0,         437,      -5.581022288,      -2.825520735,      -2.995609566,      -2.013403802,      -2.013183298
          0,           0,         438,      -5.587963423,      -2.831592076,      -3.002360976,      -2.018647018,       -2.01904892
          0,           0,         439,      -5.594857088,      -2.837615203,      -3.009081193,      -2.023848636,      -2.024823439
          0,           0,         440,      -5.601702153,      -2.843590654,      -3.015769298,      -2.029009027,      -2.030506349
          0,           0,         441,      -5.608497781,      -2.849517868,      -3.022424324,      -2.034128717,       -2.03609737
          0,           0,         442,      -5.615243241,      -2.855397584,      -3.029045325,      -2.039208214,       -2.04158719
          0,           0,         443,      -5.621938114,      -2.861230241,        -3.0356314,      -2.044248115,      -2.046993214
          0,           0,         444,      -5.628582203,      -2.867016003,      -3.042181736,      -2.049249111,      -2.052314387
          0,           0,         445,      -5.635175618,      -2.872755281,      -3.048695615,      -2.054212141,      -2.057609794
          0,           0,         446,      -5.641718534,      -2.878448517,      -3.055172408,      -2.059137885,      -2.062829143
          0,           0,         447,      -5.648211232,      -2.884096251,      -3.061611619,      -2.064027432,      -2.067932696
          0,           0,         448,      -5.654654057,      -2.889699066,       -3.06801281,      -2.068880668,      -2.072929097
          0,           0,         449,      -5.661047437,      -2.895257562,      -3.074375685,      -2.073698358,      -2.077830033
          0,           0,         450,      -5.667391724,      -2.900772331,       -3.08069999,      -2.078481205,      -2.082639094
          0,           0,         451,      -5.673687243,      -2.906244079,      -3.086985518,      -2.083229889,      -2.087360689
          0,           0,         452,      -5.679934341,      -2.911673444,      -3.093232122,      -2.087945093,       -2.09198482
          0,           0,         453,      -5.686133386,      -2.917061235,      -3.099439688,      -2.092627459,       -2.09653402
          0,           0,         454,      -5.692284728,      -2.922407795,      -3.105608113,      -2.097277551,      -2.101008874
          0,           0,         455,      -5.698388687,       -2.92771327,      -3.111737332,       -2.10189605,      -2.105409379
          0,           0,         456,      -5.704445538,      -2.932978347,      -3.117827322,      -2.106483566,      -2.109735187
          0,           0,         457,      -5.710455603,      -2.938203694,      -3.123878059,      -2.111040675,      -2.113985192
          0,           0,         458,      -5.716419202,      -2.943390151,      -3.129889542,      -2.115567929,      -2.118163038
          0,           0,         459,       -5.72233671,      -2.948538353,      -3.135861755,      -2.120065903,      -2.122268594
          0,           0,         460,      -5.728208703,      -2.953648377,      -3.141794718,      -2.124535142,      -2.126298514
          0,           0,         461,      -5.734035027,      -2.958721285,      -3.147688542,      -2.128978042,      -2.130256728
          0,           0,         462,      -5.739816107,      -2.963757721,      -3.153542931,      -2.133390633,       -2.13414869
          0,           0,         463,      -5.745552862,      -2.968758095,      -3.159358585,        -2.1377761,      -2.137974162
          0,           0,         464,        -5.7512453,      -2.973723007,      -3.165135445,      -2.142135324,      -2.141732142
          0,           0,         465,       -5.75689363,      -2.978652965,      -3.170873509,      -2.146468918,      -2.145427554
          0,           0,         466,      -5.762498181,      -2.983548402,      -3.176572818,      -2.150777468,      -2.149058433
          0,           0,         467,      -5.768059375,      -2.988410182,      -3.182233418,      -2.155061575,      -2.152626923
          0,           0,         468,      -5.773577688,       -2.99323894,      -3.187855459,      -2.159321881,      -2.156138193
          0,           0,         469,      -5.779053646,      -2.998035314,        -3.1934391,       -2.16355908,      -2.159594506
          0,           0,         470,       -5.78448781,        -3.0027999,      -3.198984517,      -2.167773874,      -2.162991026
          0,           0,         471,      -5.789880808,      -3.007533421,      -3.204491941,      -2.171966999,      -2.166333931
          0,           0,         472,      -5.795233337,      -3.012236682,       -3.20996164,       -2.17613921,      -2.169625899
          0,           0,         473,      -5.800546181,      -3.016910416,       -3.21539391,       -2.18029127,      -2.172880573
          0,           0,         474,      -5.805820129,      -3.021555304,      -3.220789097,      -2.184423953,      -2.176089441
          0,           0,         475,      -5.811055997,      -3.026172159,      -3.226147601,       -2.18853801,      -2.179253507
          0,           0,         476,      -5.816254612,      -3.030761785,      -3.231469854,      -2.192634164,      -2.182369585
          0,           0,         477,      -5.821416918,      -3.035325205,      -3.236756314,        -2.1967132,      -2.185445503
          0,           0,         478,      -5.826543829,        -3.0398633,      -3.242007509,      -2.200775789,      -2.188486644
          0,           0,         479,      -5.831636404,      -3.044376927,      -3.247224026,       -2.20482119,      -2.191491745
          0,           0,         480,      -5.836695576,      -3.048866606,      -3.252406457,       -2.20885155,      -2.194471692
          0,           0,         481,      -5.841722406,       -3.05333292,      -3.257555406,      -2.212867951,      -2.197435499
          0,           0,         482,      -5.846717812,      -3.057776859,       -3.26267151,      -2.216870865,      -2.200369941
          0,           0,         483,      -5.851682697,      -3.062198988,      -3.267755338,      -2.220860726,      -2.203273149
          0,           0,         484,      -5.856617886,      -3.066600035,      -3.272807542,      -2.224837944,      -2.206146138
          0,           0,         485,      -5.861524453,       -3.07098074,      -3.277828736,      -2.228802892,      -2.208989644
          0,           0,         486,      -5.866403406,       -3.07534179,      -3.282819601,      -2.232755932,      -2.211804938
          0,           0,         487,      -5.871255386,      -3.079683766,      -3.287780796,      -2.236697461,      -2.214596768
          0,           0,         488,      -5.876081059,       -3.08400642,      -3.292712938,      -2.240627869,      -2.217367893
          0,           0,         489,      -5.880881099,       -3.08831181,      -3.297616644,      -2.244548848,      -2.220159559
          0,           0,         490,      -5.885656173,      -3.092599992,      -3.302492539,      -2.248462527,      -2.222953414
          0,           0,         491,       -5.89040698,      -3.096871357,      -3.307341226,      -2.252364357,      -2.225669422
          0,           0,         492,      -5.895134112,      -3.101126479,      -3.312163301,      -2.256255502,      -2.228373334
          0,           0,         493,      -5.899838098,      -3.105366254,      -3.316959327,      -2.260136852,      -2.231146681
          0,           0,         494,      -5.904519538,      -3.109590277,      -3.321729821,      -2.264008526,      -2.233828434
          0,           0,         495,      -5.909179025,      -3.113799279,      -3.326475299,      -2.267870988,       -2.23647232
          0,           0,         496,      -5.913817098,      -3.117993851,      -3.331196265,       -2.27172464,      -2.239085231
          0,           0,         497,      -5.918434237,      -3.122174391,       -3.33589325,      -2.275569804,      -2.241679321
          0,           0,         498,      -5.923030735,      -3.126341315,      -3.340566794,      -2.279406798,      -2.244257616
          0,           0,         499,      -5.927607537,      -3.130495109,       -3.34521737,      -2.283236154,      -2.246909124
          0,           0,         500,      -5.932165682,      -3.134636161,      -3.349845543,      -2.287057846,       -2.24950765
          0,           0,         501,      -5.936705397,      -3.138764816,      -3.354451826,      -2.290872091,      -2.252067408
          0,           0,         502,      -5.941227035,      -3.142881439,      -3.359036734,      -2.294679147,      -2.254608545
          0,           0,         503,      -5.945730861,      -3.146986345,      -3.363600726,      -2.298479265,      -2.257136478
          0,           0,         504,      -5.950217208,      -3.151079819,      -3.368144243,      -2.302272731,       -2.25965285
          0,           0,         505,      -5.954686334,      -3.155162145,      -3.372667694,       -2.30605984,      -2.262160385
          0,           0,         506,       -5.95913853,      -3.159233602,      -3.377171464,      -2.309840921,      -2.264661101
          0,           0,         507,      -5.963574101,      -3.163294477,      -3.381655913,      -2.313616341,      -2.267156675
          0,           0,         508,      -5.967993396,      -3.167345083,      -3.386121382,      -2.317386499,      -2.269648471
          0,           0,         509,      -5.972396822,      -3.171385769,      -3.390568198,       -2.32115183,      -2.272137851
          0,           0,         510,      -5.976784873,      -3.175417162,      -3.394997151,       -2.32491278,      -2.274629345
          0,           0,         511,      -5.981158656,      -3.179439772,      -3.399408157,      -2.328669792,      -2.277118059
          0,           0,         512,      -5.985518662,      -3.183453757,      -3.403801566,      -2.332423374,      -2.279604636
          0,           0,         513,      -5.989864297,      -3.187459554,      -3.408177904,      -2.336173968,      -2.282092987
          0,           0,         514,      -5.994197467,      -3.191457821,      -3.412537622,      -2.339921998,      -2.284582771
          0,           0,         515,      -5.998519757,      -3.195449256,      -3.416881352,      -2.343667852,      -2.287072469
          0,           0,         516,      -6.002831891,      -3.199434527,      -3.421209656,      -2.347411822,      -2.289569915
